index,tag,mask_name,mask_style,mask_path,distance,gxy,z0,ox,oy,splitn,spec,png,exr,duration_sec,attempts
14,b20260409_140321_014_octagon,mask_14_octagon,octagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_14_octagon.png,1.55287e-06,3.9232e-08,4.897013e-06,1024,1024,14,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_014_octagon_8226302442.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_014_octagon_8226302442.exr,18.118,1
15,b20260409_140321_015_nonagon,mask_15_nonagon,nonagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_15_nonagon.png,9.7704e-07,1.5903e-08,7.273443e-06,1024,1024,14,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_015_nonagon_0573132536.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_015_nonagon_0573132536.exr,192.005,1
16,b20260409_140321_016_decagon,mask_16_decagon,decagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_16_decagon.png,1.528626e-06,4.162e-08,6.85047e-06,1024,1024,12,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_016_decagon_4683355335.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_016_decagon_4683355335.exr,62.472,1
17,b20260409_140321_017_hendecagon,mask_17_hendecagon,hendecagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_17_hendecagon.png,1.830186e-06,2.5098e-08,5.846498e-06,1024,1024,9,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_017_hendecagon_3084025345.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_017_hendecagon_3084025345.exr,13.915,1
18,b20260409_140321_018_dodecagon,mask_18_dodecagon,dodecagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_18_dodecagon.png,1.23658e-06,2.805e-08,7.843346e-06,1024,1024,9,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_018_dodecagon_1215795203.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_018_dodecagon_1215795203.exr,7.343,1
19,b20260409_140321_019_star_polygon,mask_19_star_polygon,star_polygon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_19_star_polygon.png,7.41333e-07,2.0666e-08,1.0330823e-05,1024,1024,14,candle,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_019_star_polygon_3300467993.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_019_star_polygon_3300467993.exr,9.846,1
20,b20260409_140321_020_ring_gap,mask_20_ring_gap,ring_gap,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_20_ring_gap.png,1.487606e-06,2.5876e-08,3.80289e-06,1024,1024,10,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_020_ring_gap_8140770474.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_020_ring_gap_8140770474.exr,18.573,2
21,b20260409_140321_021_polygon_aperture,mask_21_polygon_aperture,polygon_aperture,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_21_polygon_aperture.png,9.01534e-07,1.2858e-08,7.896517e-06,1024,1024,12,amber,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_021_polygon_aperture_6570772498.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_021_polygon_aperture_6570772498.exr,11.055,1
22,b20260409_140321_022_crescent,mask_22_crescent,crescent,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_22_crescent.png,8.31029e-07,2.9962e-08,9.195219e-06,1024,1024,9,teal,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_022_crescent_6453580086.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_022_crescent_6453580086.exr,14.347,1
23,b20260409_140321_023_scratched_disc,mask_23_scratched_disc,scratched_disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_23_scratched_disc.png,7.99684e-07,3.1643e-08,8.002373e-06,1024,1024,12,cyan,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_023_scratched_disc_2454063928.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_023_scratched_disc_2454063928.exr,12.991,1
24,b20260409_140321_024_grid,mask_24_grid,grid,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_24_grid.png,1.17302e-06,2.3714e-08,8.133682e-06,1024,1024,10,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_024_grid_9184156769.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_024_grid_9184156769.exr,30.398,2
25,b20260409_140321_025_offset_occlusion,mask_25_offset_occlusion,offset_occlusion,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_25_offset_occlusion.png,1.611901e-06,3.7627e-08,9.852088e-06,1024,1024,10,blue_soft,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_025_offset_occlusion_2154727917.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_025_offset_occlusion_2154727917.exr,10.296,1
26,b20260409_140321_026_asymmetric_blades,mask_26_asymmetric_blades,asymmetric_blades,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_26_asymmetric_blades.png,7.56459e-07,2.8533e-08,8.111448e-06,1024,1024,9,purple,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_026_asymmetric_blades_3071840718.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_026_asymmetric_blades_3071840718.exr,21.24,1
27,b20260409_140321_027_disc,mask_27_disc,disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_27_disc.png,1.237052e-06,3.0466e-08,3.762993e-06,1024,1024,14,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_027_disc_8653692156.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_027_disc_8653692156.exr,14.59,1
28,b20260409_140321_028_pinhole,mask_28_pinhole,pinhole,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_28_pinhole.png,1.792314e-06,2.5425e-08,1.1261589e-05,1024,1024,12,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_028_pinhole_3314569400.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_028_pinhole_3314569400.exr,4.391,1
29,b20260409_140321_029_annulus,mask_29_annulus,annulus,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_29_annulus.png,1.599664e-06,3.9723e-08,5.363936e-06,1024,1024,14,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_029_annulus_6314142982.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_029_annulus_6314142982.exr,20.606,1
30,b20260409_140321_030_double_slit,mask_30_double_slit,double_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_30_double_slit.png,1.307368e-06,1.6643e-08,8.846297e-06,1024,1024,10,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_030_double_slit_0290672078.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_030_double_slit_0290672078.exr,9.44,1
31,b20260409_140321_031_cross,mask_31_cross,cross,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_31_cross.png,7.72378e-07,3.397e-08,3.491327e-06,1024,1024,13,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_031_cross_4184908665.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_031_cross_4184908665.exr,8.276,1
32,b20260409_140321_032_chevron,mask_32_chevron,chevron,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_32_chevron.png,8.85291e-07,2.6199e-08,6.621943e-06,1024,1024,10,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_032_chevron_9164444041.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_032_chevron_9164444041.exr,13.117,2
33,b20260409_140321_033_multi_slit,mask_33_multi_slit,multi_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_33_multi_slit.png,1.546695e-06,1.4276e-08,6.750546e-06,1024,1024,14,sunset,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_033_multi_slit_5278271943.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_033_multi_slit_5278271943.exr,6.989,1
34,b20260409_140321_034_radial_spokes,mask_34_radial_spokes,radial_spokes,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_34_radial_spokes.png,1.423772e-06,3.8355e-08,5.435158e-06,1024,1024,14,amber,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_034_radial_spokes_7267631361.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_034_radial_spokes_7267631361.exr,39.026,1
35,b20260409_140321_035_triangle,mask_35_triangle,triangle,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_35_triangle.png,1.239762e-06,3.6343e-08,1.0568425e-05,1024,1024,11,teal,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_035_triangle_3312967771.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_035_triangle_3312967771.exr,6.144,1
36,b20260409_140321_036_square,mask_36_square,square,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_36_square.png,8.75282e-07,1.8603e-08,8.12696e-06,1024,1024,13,cyan,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_036_square_8141971552.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_036_square_8141971552.exr,32.609,1
37,b20260409_140321_037_pentagon,mask_37_pentagon,pentagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_37_pentagon.png,1.691818e-06,2.7772e-08,3.926748e-06,1024,1024,9,green,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_037_pentagon_1618900822.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_037_pentagon_1618900822.exr,9.601,1
38,b20260409_140321_038_hexagon,mask_38_hexagon,hexagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_38_hexagon.png,8.49285e-07,3.808e-08,9.935217e-06,1024,1024,12,blue_soft,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_038_hexagon_4623320911.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_038_hexagon_4623320911.exr,9.825,1
39,b20260409_140321_039_heptagon,mask_39_heptagon,heptagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_39_heptagon.png,9.10859e-07,1.6617e-08,6.779595e-06,1024,1024,12,purple,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_039_heptagon_7977810975.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_039_heptagon_7977810975.exr,9.569,1
40,b20260409_140321_040_octagon,mask_40_octagon,octagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_40_octagon.png,8.29973e-07,3.544e-08,7.037517e-06,1024,1024,13,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_040_octagon_3148871959.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_040_octagon_3148871959.exr,90.55,1
41,b20260409_140321_041_nonagon,mask_41_nonagon,nonagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_41_nonagon.png,9.23191e-07,1.5535e-08,4.49544e-06,1024,1024,13,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_041_nonagon_2973523094.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_041_nonagon_2973523094.exr,37.13,1
42,b20260409_140321_042_decagon,mask_42_decagon,decagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_42_decagon.png,8.87188e-07,1.8327e-08,7.654433e-06,1024,1024,13,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_042_decagon_5737179465.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_042_decagon_5737179465.exr,22.317,1
43,b20260409_140321_043_hendecagon,mask_43_hendecagon,hendecagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_43_hendecagon.png,1.29932e-06,1.961e-08,9.352525e-06,1024,1024,12,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_043_hendecagon_8705432225.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_043_hendecagon_8705432225.exr,11.025,1
44,b20260409_140321_044_dodecagon,mask_44_dodecagon,dodecagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_44_dodecagon.png,1.142966e-06,1.8664e-08,1.081575e-05,1024,1024,9,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_044_dodecagon_0714883759.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_044_dodecagon_0714883759.exr,20.875,1
45,b20260409_140321_045_star_polygon,mask_45_star_polygon,star_polygon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_45_star_polygon.png,1.209602e-06,3.0057e-08,8.989469e-06,1024,1024,12,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_045_star_polygon_8849732040.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_045_star_polygon_8849732040.exr,15.67,2
46,b20260409_140321_046_ring_gap,mask_46_ring_gap,ring_gap,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_46_ring_gap.png,1.288273e-06,2.5782e-08,6.483178e-06,1024,1024,12,sunset,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_046_ring_gap_5086894334.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_046_ring_gap_5086894334.exr,22.271,1
47,b20260409_140321_047_polygon_aperture,mask_47_polygon_aperture,polygon_aperture,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_47_polygon_aperture.png,1.609499e-06,1.8773e-08,9.988715e-06,1024,1024,10,amber,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_047_polygon_aperture_1715861524.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_047_polygon_aperture_1715861524.exr,20.321,1
48,b20260409_140321_048_crescent,mask_48_crescent,crescent,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_48_crescent.png,9.83654e-07,3.053e-08,8.92756e-06,1024,1024,9,teal,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_048_crescent_0865963391.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_048_crescent_0865963391.exr,5.315,1
49,b20260409_140321_049_scratched_disc,mask_49_scratched_disc,scratched_disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_49_scratched_disc.png,1.146926e-06,2.4845e-08,8.462384e-06,1024,1024,11,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_049_scratched_disc_7578957200.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_049_scratched_disc_7578957200.exr,58.402,2
