index,tag,mask_name,mask_style,mask_path,distance,gxy,z0,ox,oy,splitn,spec,png,exr,duration_sec,attempts
50,b20260409_140321_050_grid,mask_50_grid,grid,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_50_grid.png,1.502734e-06,2.1601e-08,4.887919e-06,1024,1024,14,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_050_grid_2612502134.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_050_grid_2612502134.exr,29.022,2
51,b20260409_140321_051_offset_occlusion,mask_51_offset_occlusion,offset_occlusion,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_51_offset_occlusion.png,7.90025e-07,1.9069e-08,7.435872e-06,1024,1024,12,blue_soft,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_051_offset_occlusion_9617385774.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_051_offset_occlusion_9617385774.exr,10.13,1
52,b20260409_140321_052_asymmetric_blades,mask_52_asymmetric_blades,asymmetric_blades,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_52_asymmetric_blades.png,8.60885e-07,2.8352e-08,8.977629e-06,1024,1024,14,purple,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_052_asymmetric_blades_1150968787.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_052_asymmetric_blades_1150968787.exr,44.267,1
53,b20260409_140321_053_disc,mask_53_disc,disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_53_disc.png,1.539936e-06,2.3832e-08,5.126234e-06,1024,1024,9,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_053_disc_8912444394.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_053_disc_8912444394.exr,8.438,1
54,b20260409_140321_054_pinhole,mask_54_pinhole,pinhole,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_54_pinhole.png,1.01625e-06,2.7961e-08,5.524976e-06,1024,1024,13,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_054_pinhole_7216245744.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_054_pinhole_7216245744.exr,4.372,1
55,b20260409_140321_055_annulus,mask_55_annulus,annulus,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_55_annulus.png,9.20216e-07,3.1608e-08,4.331175e-06,1024,1024,12,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_055_annulus_7507883111.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_055_annulus_7507883111.exr,14.415,2
56,b20260409_140321_056_double_slit,mask_56_double_slit,double_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_56_double_slit.png,1.645144e-06,1.8608e-08,1.143018e-05,1024,1024,14,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_056_double_slit_1121777334.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_056_double_slit_1121777334.exr,5.147,1
57,b20260409_140321_057_cross,mask_57_cross,cross,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_57_cross.png,1.42759e-06,4.2687e-08,1.0614312e-05,1024,1024,12,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_057_cross_0319105310.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_057_cross_0319105310.exr,11.411,1
58,b20260409_140321_058_chevron,mask_58_chevron,chevron,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_58_chevron.png,1.384351e-06,2.6803e-08,3.281819e-06,1024,1024,11,candle,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_058_chevron_0641444371.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_058_chevron_0641444371.exr,4.967,1
59,b20260409_140321_059_multi_slit,mask_59_multi_slit,multi_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_59_multi_slit.png,1.017585e-06,2.3756e-08,7.457978e-06,1024,1024,10,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_059_multi_slit_2342305957.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_059_multi_slit_2342305957.exr,15.467,2
60,b20260409_140321_060_radial_spokes,mask_60_radial_spokes,radial_spokes,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_60_radial_spokes.png,1.816261e-06,1.5436e-08,9.261968e-06,1024,1024,11,amber,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_060_radial_spokes_4929676053.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_060_radial_spokes_4929676053.exr,12.347,1
61,b20260409_140321_061_triangle,mask_61_triangle,triangle,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_61_triangle.png,1.233792e-06,2.2346e-08,8.790299e-06,1024,1024,11,teal,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_061_triangle_8592910310.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_061_triangle_8592910310.exr,10.912,1
62,b20260409_140321_062_square,mask_62_square,square,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_62_square.png,1.808477e-06,2.6678e-08,4.741052e-06,1024,1024,14,cyan,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_062_square_3049826939.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_062_square_3049826939.exr,147.579,1
63,b20260409_140321_063_pentagon,mask_63_pentagon,pentagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_63_pentagon.png,1.47907e-06,3.5209e-08,4.451386e-06,1024,1024,12,green,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_063_pentagon_0307041283.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_063_pentagon_0307041283.exr,13.48,1
64,b20260409_140321_064_hexagon,mask_64_hexagon,hexagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_64_hexagon.png,9.11356e-07,1.4556e-08,8.650953e-06,1024,1024,14,blue_soft,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_064_hexagon_3391086718.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_064_hexagon_3391086718.exr,145.993,1
65,b20260409_140321_065_heptagon,mask_65_heptagon,heptagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_65_heptagon.png,1.755357e-06,3.6594e-08,1.0080636e-05,1024,1024,9,purple,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_065_heptagon_0744527965.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_065_heptagon_0744527965.exr,7.281,1
66,b20260409_140321_066_octagon,mask_66_octagon,octagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_66_octagon.png,1.02791e-06,1.3363e-08,1.009219e-05,1024,1024,14,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_066_octagon_5710439782.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_066_octagon_5710439782.exr,19.322,1
67,b20260409_140321_067_nonagon,mask_67_nonagon,nonagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_67_nonagon.png,8.52178e-07,1.8064e-08,4.624642e-06,1024,1024,10,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_067_nonagon_5911055475.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_067_nonagon_5911055475.exr,14.362,2
68,b20260409_140321_068_decagon,mask_68_decagon,decagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_68_decagon.png,1.469421e-06,2.6643e-08,6.388484e-06,1024,1024,13,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_068_decagon_9524273507.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_068_decagon_9524273507.exr,44.058,1
69,b20260409_140321_069_hendecagon,mask_69_hendecagon,hendecagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_69_hendecagon.png,1.768577e-06,1.6164e-08,1.1437669e-05,1024,1024,10,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_069_hendecagon_0239365318.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_069_hendecagon_0239365318.exr,13.263,1
70,b20260409_140321_070_dodecagon,mask_70_dodecagon,dodecagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_70_dodecagon.png,7.24462e-07,3.8835e-08,8.555761e-06,1024,1024,12,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_070_dodecagon_9347464359.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_070_dodecagon_9347464359.exr,12.239,1
71,b20260409_140321_071_star_polygon,mask_71_star_polygon,star_polygon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_71_star_polygon.png,1.217501e-06,1.3381e-08,6.617701e-06,1024,1024,11,candle,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_071_star_polygon_5718758904.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_071_star_polygon_5718758904.exr,9.956,1
72,b20260409_140321_072_ring_gap,mask_72_ring_gap,ring_gap,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_72_ring_gap.png,1.08801e-06,3.7306e-08,5.391925e-06,1024,1024,11,sunset,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_072_ring_gap_6721950992.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_072_ring_gap_6721950992.exr,5.663,1
73,b20260409_140321_073_polygon_aperture,mask_73_polygon_aperture,polygon_aperture,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_73_polygon_aperture.png,1.743066e-06,3.775e-08,6.76065e-06,1024,1024,13,amber,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_073_polygon_aperture_7386095502.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_073_polygon_aperture_7386095502.exr,28.457,1
74,b20260409_140321_074_crescent,mask_74_crescent,crescent,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_74_crescent.png,1.337238e-06,2.0633e-08,5.380304e-06,1024,1024,14,teal,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_074_crescent_4163769583.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_074_crescent_4163769583.exr,8.942,1
75,b20260409_140321_075_scratched_disc,mask_75_scratched_disc,scratched_disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_75_scratched_disc.png,1.263522e-06,2.3593e-08,3.93186e-06,1024,1024,9,cyan,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_075_scratched_disc_8152796049.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_075_scratched_disc_8152796049.exr,9.903,1
76,b20260409_140321_076_grid,mask_76_grid,grid,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_76_grid.png,8.40591e-07,3.1684e-08,8.705555e-06,1024,1024,13,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_076_grid_8728632804.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_076_grid_8728632804.exr,11.419,2
77,b20260409_140321_077_offset_occlusion,mask_77_offset_occlusion,offset_occlusion,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_77_offset_occlusion.png,1.651469e-06,2.2824e-08,9.15439e-06,1024,1024,11,blue_soft,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_077_offset_occlusion_5144012863.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_077_offset_occlusion_5144012863.exr,27.45,1
78,b20260409_140321_078_asymmetric_blades,mask_78_asymmetric_blades,asymmetric_blades,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_78_asymmetric_blades.png,8.65266e-07,1.5148e-08,1.0385579e-05,1024,1024,10,purple,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_078_asymmetric_blades_6906943815.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_078_asymmetric_blades_6906943815.exr,8.223,1
79,b20260409_140321_079_disc,mask_79_disc,disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_79_disc.png,1.127031e-06,3.3391e-08,8.784011e-06,1024,1024,12,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_079_disc_5014795598.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_079_disc_5014795598.exr,13.422,1
80,b20260409_140321_080_pinhole,mask_80_pinhole,pinhole,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_80_pinhole.png,1.146064e-06,2.2556e-08,6.60623e-06,1024,1024,14,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_080_pinhole_7354560996.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_080_pinhole_7354560996.exr,8.523,2
81,b20260409_140321_081_annulus,mask_81_annulus,annulus,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_81_annulus.png,9.90771e-07,2.1944e-08,8.110941e-06,1024,1024,10,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_081_annulus_7851779093.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_081_annulus_7851779093.exr,7.771,1
82,b20260409_140321_082_double_slit,mask_82_double_slit,double_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_82_double_slit.png,7.6246e-07,3.43e-08,9.550791e-06,1024,1024,13,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_082_double_slit_9504125261.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_082_double_slit_9504125261.exr,4.614,1
83,b20260409_140321_083_cross,mask_83_cross,cross,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_83_cross.png,1.502459e-06,1.7171e-08,6.038253e-06,1024,1024,9,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_083_cross_0028732744.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_083_cross_0028732744.exr,6.381,1
84,b20260409_140321_084_chevron,mask_84_chevron,chevron,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_84_chevron.png,9.21393e-07,3.4905e-08,4.322817e-06,1024,1024,13,candle,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_084_chevron_4912825175.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_084_chevron_4912825175.exr,5.908,1
85,b20260409_140321_085_multi_slit,mask_85_multi_slit,multi_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_85_multi_slit.png,9.03498e-07,2.9134e-08,3.848025e-06,1024,1024,12,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_085_multi_slit_0898657125.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_085_multi_slit_0898657125.exr,40.598,2
86,b20260409_140321_086_radial_spokes,mask_86_radial_spokes,radial_spokes,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_86_radial_spokes.png,1.580033e-06,2.2003e-08,8.190795e-06,1024,1024,12,amber,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_086_radial_spokes_5363534970.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_086_radial_spokes_5363534970.exr,5.161,1
87,b20260409_140321_087_triangle,mask_87_triangle,triangle,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_87_triangle.png,7.84228e-07,3.9844e-08,8.591729e-06,1024,1024,12,teal,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_087_triangle_4402486248.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_087_triangle_4402486248.exr,36.21,1
88,b20260409_140321_088_square,mask_88_square,square,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_88_square.png,1.320296e-06,1.3048e-08,7.156188e-06,1024,1024,13,cyan,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_088_square_5329600831.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_088_square_5329600831.exr,33.908,1
89,b20260409_140321_089_pentagon,mask_89_pentagon,pentagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_89_pentagon.png,1.341322e-06,2.6632e-08,4.303799e-06,1024,1024,14,green,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_089_pentagon_0298079221.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_089_pentagon_0298079221.exr,14.059,1
90,b20260409_140321_090_hexagon,mask_90_hexagon,hexagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_90_hexagon.png,1.630204e-06,1.8133e-08,1.1302094e-05,1024,1024,13,blue_soft,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_090_hexagon_0484151077.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_090_hexagon_0484151077.exr,17.078,1
91,b20260409_140321_091_heptagon,mask_91_heptagon,heptagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_91_heptagon.png,1.62698e-06,3.4705e-08,8.803038e-06,1024,1024,10,purple,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_091_heptagon_4265154811.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_091_heptagon_4265154811.exr,30.559,1
92,b20260409_140321_092_octagon,mask_92_octagon,octagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_92_octagon.png,1.424701e-06,4.1246e-08,7.243049e-06,1024,1024,10,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_092_octagon_5103018153.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_092_octagon_5103018153.exr,50.434,1
93,b20260409_140321_093_nonagon,mask_93_nonagon,nonagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_93_nonagon.png,1.310819e-06,3.133e-08,1.1598003e-05,1024,1024,9,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_093_nonagon_2974667142.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_093_nonagon_2974667142.exr,25.511,1
94,b20260409_140321_094_decagon,mask_94_decagon,decagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_94_decagon.png,1.359146e-06,2.4065e-08,3.741109e-06,1024,1024,9,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_094_decagon_0483347785.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_094_decagon_0483347785.exr,10.871,1
95,b20260409_140321_095_hendecagon,mask_95_hendecagon,hendecagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_95_hendecagon.png,1.683692e-06,1.8076e-08,1.173919e-05,1024,1024,10,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_095_hendecagon_1655042742.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_095_hendecagon_1655042742.exr,12.136,1
96,b20260409_140321_096_dodecagon,mask_96_dodecagon,dodecagon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_96_dodecagon.png,1.068133e-06,2.4573e-08,6.268387e-06,1024,1024,9,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_096_dodecagon_2178668999.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_096_dodecagon_2178668999.exr,24.413,1
97,b20260409_140321_097_star_polygon,mask_97_star_polygon,star_polygon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_97_star_polygon.png,1.54721e-06,2.0387e-08,1.1505931e-05,1024,1024,9,candle,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_097_star_polygon_6517687545.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_097_star_polygon_6517687545.exr,7.401,1
98,b20260409_140321_098_ring_gap,mask_98_ring_gap,ring_gap,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\masks\mask_98_ring_gap.png,1.348145e-06,1.5964e-08,8.334122e-06,1024,1024,11,sunset,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_098_ring_gap_0628301809.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_140321\outputs\out_b20260409_140321_098_ring_gap_0628301809.exr,6.347,1
