index,tag,mask_name,mask_style,mask_path,distance,gxy,z0,ox,oy,splitn,spec,png,exr,duration_sec,attempts
80,b20260409_033055_080_asymmetric_blades,mask_80_asymmetric_blades,asymmetric_blades,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_80_asymmetric_blades.png,1.146064e-06,2.2556e-08,6.60623e-06,1024,1024,14,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_080_asymmetric_blades_2647767752.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_080_asymmetric_blades_2647767752.exr,51.647,2
81,b20260409_033055_081_multi_slit,mask_81_multi_slit,multi_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_81_multi_slit.png,9.90771e-07,2.1944e-08,8.110941e-06,1024,1024,10,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_081_multi_slit_9861441571.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_081_multi_slit_9861441571.exr,11.067,1
82,b20260409_033055_082_radial_spokes,mask_82_radial_spokes,radial_spokes,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_82_radial_spokes.png,7.6246e-07,3.43e-08,9.550791e-06,1024,1024,13,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_082_radial_spokes_9843213623.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_082_radial_spokes_9843213623.exr,11.532,1
83,b20260409_033055_083_star_polygon,mask_83_star_polygon,star_polygon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_83_star_polygon.png,1.502459e-06,1.7171e-08,6.038253e-06,1024,1024,9,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_083_star_polygon_3062574873.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_083_star_polygon_3062574873.exr,10.73,1
84,b20260409_033055_084_ring_gap,mask_84_ring_gap,ring_gap,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_84_ring_gap.png,9.21393e-07,3.4905e-08,4.322817e-06,1024,1024,13,candle,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_084_ring_gap_1101646765.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_084_ring_gap_1101646765.exr,15.858,1
85,b20260409_033055_085_polygon_aperture,mask_85_polygon_aperture,polygon_aperture,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_85_polygon_aperture.png,9.03498e-07,2.9134e-08,3.848025e-06,1024,1024,12,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_085_polygon_aperture_5597687628.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_085_polygon_aperture_5597687628.exr,55.268,2
86,b20260409_033055_086_crescent,mask_86_crescent,crescent,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_86_crescent.png,1.580033e-06,2.2003e-08,8.190795e-06,1024,1024,12,amber,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_086_crescent_6778575267.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_086_crescent_6778575267.exr,11.218,1
87,b20260409_033055_087_scratched_disc,mask_87_scratched_disc,scratched_disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_87_scratched_disc.png,7.84228e-07,3.9844e-08,8.591729e-06,1024,1024,12,teal,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_087_scratched_disc_3996289208.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_087_scratched_disc_3996289208.exr,45.33,1
88,b20260409_033055_088_grid,mask_88_grid,grid,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_88_grid.png,1.320296e-06,1.3048e-08,7.156188e-06,1024,1024,13,cyan,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_088_grid_2300102003.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_088_grid_2300102003.exr,25.74,1
89,b20260409_033055_089_offset_occlusion,mask_89_offset_occlusion,offset_occlusion,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_89_offset_occlusion.png,1.341322e-06,2.6632e-08,4.303799e-06,1024,1024,14,green,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_089_offset_occlusion_6517263199.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_089_offset_occlusion_6517263199.exr,54.813,1
90,b20260409_033055_090_asymmetric_blades,mask_90_asymmetric_blades,asymmetric_blades,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_90_asymmetric_blades.png,1.630204e-06,1.8133e-08,1.1302094e-05,1024,1024,13,blue_soft,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_090_asymmetric_blades_5965142217.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_090_asymmetric_blades_5965142217.exr,27.027,1
91,b20260409_033055_091_multi_slit,mask_91_multi_slit,multi_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_91_multi_slit.png,1.62698e-06,3.4705e-08,8.803038e-06,1024,1024,10,purple,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_091_multi_slit_5970807538.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_091_multi_slit_5970807538.exr,4.88,1
92,b20260409_033055_092_radial_spokes,mask_92_radial_spokes,radial_spokes,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_92_radial_spokes.png,1.424701e-06,4.1246e-08,7.243049e-06,1024,1024,10,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_092_radial_spokes_7345954277.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_092_radial_spokes_7345954277.exr,9.473,1
93,b20260409_033055_093_star_polygon,mask_93_star_polygon,star_polygon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_93_star_polygon.png,1.310819e-06,3.133e-08,1.1598003e-05,1024,1024,9,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_093_star_polygon_7679327848.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_093_star_polygon_7679327848.exr,9.983,1
94,b20260409_033055_094_ring_gap,mask_94_ring_gap,ring_gap,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_94_ring_gap.png,1.359146e-06,2.4065e-08,3.741109e-06,1024,1024,9,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_094_ring_gap_6604019270.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_094_ring_gap_6604019270.exr,7.275,1
95,b20260409_033055_095_polygon_aperture,mask_95_polygon_aperture,polygon_aperture,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_95_polygon_aperture.png,1.683692e-06,1.8076e-08,1.173919e-05,1024,1024,10,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_095_polygon_aperture_0995706102.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_095_polygon_aperture_0995706102.exr,18.574,1
96,b20260409_033055_096_crescent,mask_96_crescent,crescent,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_96_crescent.png,1.068133e-06,2.4573e-08,6.268387e-06,1024,1024,9,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_096_crescent_5491279723.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_096_crescent_5491279723.exr,7.359,1
97,b20260409_033055_097_scratched_disc,mask_97_scratched_disc,scratched_disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_97_scratched_disc.png,1.54721e-06,2.0387e-08,1.1505931e-05,1024,1024,9,candle,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_097_scratched_disc_8788344950.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_097_scratched_disc_8788344950.exr,11.284,1
98,b20260409_033055_098_grid,mask_98_grid,grid,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_98_grid.png,1.348145e-06,1.5964e-08,8.334122e-06,1024,1024,11,sunset,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_098_grid_2435925419.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_098_grid_2435925419.exr,10.409,1
99,b20260409_033055_099_offset_occlusion,mask_99_offset_occlusion,offset_occlusion,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_99_offset_occlusion.png,1.125021e-06,3.8967e-08,4.262051e-06,1024,1024,10,amber,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_099_offset_occlusion_4862401455.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_099_offset_occlusion_4862401455.exr,19.004,1
100,b20260409_033055_100_asymmetric_blades,mask_100_asymmetric_blades,asymmetric_blades,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_100_asymmetric_blades.png,1.580433e-06,3.5826e-08,1.0857563e-05,1024,1024,13,teal,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_100_asymmetric_blades_7239557549.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_100_asymmetric_blades_7239557549.exr,17.694,1
